Тип транспорта,Номер маршрута,Конечные остановки,id остановки,Название остановки,Долгота,Широта
Маршрутка,14,Школа № 88 — Аграрный университет,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Автобус,21,Инструментальный завод — Железнодорожный вокзал Волгоград-1,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Автобус,25,Улица Мясникова — ТРЦ Акварель,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,40,Спартановка / Улица Грамши — Кинотеатр Юбилейный,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,46с,28-й километр — Жилгородок,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,57,Нижний посёлок ВгТЗ — Кузнецкая улица,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,57к,Школа № 3 — ЗКО,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,67к,Больница № 6 — Площадь Возрождения,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,70,Спартановка / Улица Грамши — Поликлиника № 30,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,149,Спартановка — Городище – Администрация,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Маршрутка,624,Петров Вал — Центральный автовокзал Волгограда,stop__9915689,Магазин Медтехника, 48.779481,44.557356
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915824,Гимназия № 14, 48.773970,44.571048
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915824,Гимназия № 14, 48.773970,44.571048
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915824,Гимназия № 14, 48.773970,44.571048
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915824,Гимназия № 14, 48.773970,44.571048
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915824,Гимназия № 14, 48.773970,44.571048
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915824,Гимназия № 14, 48.773970,44.571048
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915824,Гимназия № 14, 48.773970,44.571048
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915824,Гимназия № 14, 48.773970,44.571048
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915825,Гимназия № 14,0,0.0
Троллейбус,12,Спартановка / Улица Грамши — Детский центр,stop__9915825,Гимназия № 14,0,0.0
Троллейбус,12 (до вокзала),Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915825,Гимназия № 14,0,0.0
Автобус,123,Магазин Нюран — Железнодорожный вокзал Волгоград-1,stop__9915825,Гимназия № 14,0,0.0
Маршрутка,123,31-й микрорайон — Железнодорожный вокзал Волгоград-1,stop__9915825,Гимназия № 14,0,0.0
Маршрутка,160,ТРК Волгамолл — Улица 25 лет Октября,stop__9915825,Гимназия № 14,0,0.0
Маршрутка,260,37-й микрорайон — Кардиоцентр,stop__9915825,Гимназия № 14,0,0.0
Автобус,Вокзал – Спартановка,Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915825,Гимназия № 14,0,0.0
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915826,Стадион Монолит, 48.771013,44.567166
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915826,Стадион Монолит, 48.771013,44.567166
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915826,Стадион Монолит, 48.771013,44.567166
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915826,Стадион Монолит, 48.771013,44.567166
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915826,Стадион Монолит, 48.771013,44.567166
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915826,Стадион Монолит, 48.771013,44.567166
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915826,Стадион Монолит, 48.771013,44.567166
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915827,Стадион Монолит,0,0.0
Троллейбус,12,Спартановка / Улица Грамши — Детский центр,stop__9915827,Стадион Монолит,0,0.0
Троллейбус,12 (до вокзала),Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915827,Стадион Монолит,0,0.0
Маршрутка,100,Автостанция Дубовка — Центральный автовокзал Волгограда,stop__9915827,Стадион Монолит,0,0.0
Автобус,123,Магазин Нюран — Железнодорожный вокзал Волгоград-1,stop__9915827,Стадион Монолит,0,0.0
Маршрутка,123,31-й микрорайон — Железнодорожный вокзал Волгоград-1,stop__9915827,Стадион Монолит,0,0.0
Маршрутка,160,ТРК Волгамолл — Улица 25 лет Октября,stop__9915827,Стадион Монолит,0,0.0
Маршрутка,260,37-й микрорайон — Кардиоцентр,stop__9915827,Стадион Монолит,0,0.0
Маршрутка,735,Автовокзал Николаевск — Центральный автовокзал Волгограда,stop__9915827,Стадион Монолит,0,0.0
Автобус,Вокзал – Спартановка,Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915827,Стадион Монолит,0,0.0
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__9915828,Отделение микрохирургии глаза, 48.757201,44.519422
Троллейбус,15а,Площадь Куйбышева — Больничный комплекс,stop__9915828,Отделение микрохирургии глаза, 48.757201,44.519422
Автобус,77,Кинотеатр Юбилейный — ТРК Комсомолл,stop__9915828,Отделение микрохирургии глаза, 48.757201,44.519422
Автобус,98,Речной вокзал — ЖК Бейкер-стрит,stop__9915828,Отделение микрохирургии глаза, 48.757201,44.519422
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9915828,Отделение микрохирургии глаза, 48.757201,44.519422
Маршрутка,8с,ТРК Комсомолл — Авиагородок,stop__9915829,Отделение микрохирургии глаза,0,0.0
Троллейбус,15а,Больничный комплекс — Площадь Куйбышева,stop__9915829,Отделение микрохирургии глаза,0,0.0
Автобус,77,ТРК Комсомолл — Кинотеатр Юбилейный,stop__9915829,Отделение микрохирургии глаза,0,0.0
Автобус,98,ЖК Бейкер-стрит — Речной вокзал,stop__9915829,Отделение микрохирургии глаза,0,0.0
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9915829,Отделение микрохирургии глаза,0,0.0
Маршрутка,6к,Улица Космонавтов — Посёлок Аэропорт,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,8с,ТРК Комсомолл — Авиагородок,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9915830,Улица Космонавтов,0,0.0
Троллейбус,15а,Больничный комплекс — Площадь Куйбышева,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,44а,Магазин Эльдорадо — Улица 25 лет Октября,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,50,ГМ Магнит — Улица Комарова,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,64а,Улица Космонавтов — Родниковая долина,stop__9915830,Улица Космонавтов,0,0.0
Автобус,77,ТРК Комсомолл — Кинотеатр Юбилейный,stop__9915830,Улица Космонавтов,0,0.0
Автобус,98,ЖК Бейкер-стрит — Речной вокзал,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9915830,Улица Космонавтов,0,0.0
Маршрутка,6к,Посёлок Аэропорт — Улица Космонавтов,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,7к,Роддом № 1 — Олимпия,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Троллейбус,15а,Площадь Куйбышева — Больничный комплекс,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,44а,Улица 25 лет Октября — Магазин Эльдорадо,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,64а,Родниковая долина — Улица Космонавтов,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Автобус,77,Кинотеатр Юбилейный — ТРК Комсомолл,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Автобус,98,Речной вокзал — ЖК Бейкер-стрит,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9915831,Улица Космонавтов, 48.756221,44.510314
Маршрутка,6к,Посёлок Аэропорт — Улица Космонавтов,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,7к,Роддом № 1 — Олимпия,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9915832,Школа № 33, 48.754763,44.505472
Троллейбус,15а,Площадь Куйбышева — Больничный комплекс,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,44а,Улица 25 лет Октября — Магазин Эльдорадо,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,64а,Родниковая долина — Улица Космонавтов,stop__9915832,Школа № 33, 48.754763,44.505472
Автобус,77,Кинотеатр Юбилейный — ТРК Комсомолл,stop__9915832,Школа № 33, 48.754763,44.505472
Автобус,98,Речной вокзал — ЖК Бейкер-стрит,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9915832,Школа № 33, 48.754763,44.505472
Маршрутка,6к,Посёлок Аэропорт — Улица Космонавтов,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,7к,Роддом № 1 — Олимпия,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Троллейбус,15а,Площадь Куйбышева — Больничный комплекс,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,44а,Улица 25 лет Октября — Магазин Эльдорадо,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,64а,Родниковая долина — Улица Космонавтов,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Автобус,77,Кинотеатр Юбилейный — ТРК Комсомолл,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Автобус,98,Речной вокзал — ЖК Бейкер-стрит,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9915833,Поликлиника № 28, 48.752655,44.498503
Маршрутка,6к,Улица Космонавтов — Посёлок Аэропорт,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,8с,ТРК Комсомолл — Авиагородок,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Троллейбус,15а,Больничный комплекс — Площадь Куйбышева,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,44а,Магазин Эльдорадо — Улица 25 лет Октября,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,50,ГМ Магнит — Улица Комарова,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,64а,Улица Космонавтов — Родниковая долина,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Автобус,77,ТРК Комсомолл — Кинотеатр Юбилейный,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Автобус,98,ЖК Бейкер-стрит — Речной вокзал,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9915834,Поликлиника № 28, 48.753139,44.499398
Маршрутка,10а,Улица 39-й Гвардейской Дивизии — Жилгородок,stop__9916231,Академия МВД, 48.754615,44.482118
Маршрутка,46с,28-й километр — Жилгородок,stop__9916231,Академия МВД, 48.754615,44.482118
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916231,Академия МВД, 48.754615,44.482118
Маршрутка,110,Улица Тулака — Городище – Администрация,stop__9916231,Академия МВД, 48.754615,44.482118
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916231,Академия МВД, 48.754615,44.482118
Маршрутка,Микоян - Улица Землячки,Академия МВД — Микоян,stop__9916231,Академия МВД, 48.754615,44.482118
Автобус,35,Волгоградский оптово-строительный рынок — Больничный комплекс,stop__9916232,Бульвар 30-летия Победы, 48.756733,44.493019
Маршрутка,50,ГМ Магнит — Улица Комарова,stop__9916232,Бульвар 30-летия Победы, 48.756733,44.493019
Маршрутка,56,Колпинская улица — Нижние Баррикады,stop__9916232,Бульвар 30-летия Победы, 48.756733,44.493019
Автобус,59,Технологический колледж — Спартановка / Улица Грамши,stop__9916232,Бульвар 30-летия Победы, 48.756733,44.493019
Маршрутка,59з,Улица Землячки — Спартановка / Улица Грамши,stop__9916232,Бульвар 30-летия Победы, 48.756733,44.493019
Маршрутка,149,Городище – Администрация — Спартановка,stop__9916232,Бульвар 30-летия Победы, 48.756733,44.493019
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9916233,Бульвар 30-летия Победы, 48.756655,44.492146
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916233,Бульвар 30-летия Победы, 48.756655,44.492146
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9916233,Бульвар 30-летия Победы, 48.756655,44.492146
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9916233,Бульвар 30-летия Победы, 48.756655,44.492146
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916233,Бульвар 30-летия Победы, 48.756655,44.492146
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9916233,Бульвар 30-летия Победы, 48.756655,44.492146
Автобус,35,Волгоградский оптово-строительный рынок — Больничный комплекс,stop__9916234,Улица 8-й Воздушной Армии,0,0.0
Маршрутка,50,ГМ Магнит — Улица Комарова,stop__9916234,Улица 8-й Воздушной Армии,0,0.0
Маршрутка,56,Колпинская улица — Нижние Баррикады,stop__9916234,Улица 8-й Воздушной Армии,0,0.0
Автобус,59,Технологический колледж — Спартановка / Улица Грамши,stop__9916234,Улица 8-й Воздушной Армии,0,0.0
Маршрутка,59з,Улица Землячки — Спартановка / Улица Грамши,stop__9916234,Улица 8-й Воздушной Армии,0,0.0
Маршрутка,149,Городище – Администрация — Спартановка,stop__9916234,Улица 8-й Воздушной Армии,0,0.0
Автобус,35,Больничный комплекс — Волгоградский оптово-строительный рынок,stop__9916235,Улица 8-й Воздушной Армии, 48.759319,44.500823
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9916235,Улица 8-й Воздушной Армии, 48.759319,44.500823
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916235,Улица 8-й Воздушной Армии, 48.759319,44.500823
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9916235,Улица 8-й Воздушной Армии, 48.759319,44.500823
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9916235,Улица 8-й Воздушной Армии, 48.759319,44.500823
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916235,Улица 8-й Воздушной Армии, 48.759319,44.500823
Маршрутка,7к,Олимпия — Роддом № 1,stop__9916237,Онкоцентр, 48.763795,44.515637
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9916237,Онкоцентр, 48.763795,44.515637
Автобус,35,Больничный комплекс — Волгоградский оптово-строительный рынок,stop__9916237,Онкоцентр, 48.763795,44.515637
Маршрутка,44а,Магазин Эльдорадо — Улица 25 лет Октября,stop__9916237,Онкоцентр, 48.763795,44.515637
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916237,Онкоцентр, 48.763795,44.515637
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9916237,Онкоцентр, 48.763795,44.515637
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9916237,Онкоцентр, 48.763795,44.515637
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916237,Онкоцентр, 48.763795,44.515637
Автобус,98,ЖК Бейкер-стрит — Речной вокзал,stop__9916238,Больничный комплекс, 48.761459,44.520129
Автобус,98,Речной вокзал — ЖК Бейкер-стрит,stop__9916239,Больничный комплекс, 48.761853,44.5201
Маршрутка,14,Аграрный университет — Школа № 88,stop__9916242,Улица Чайковского, 48.753390,44.529702
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9916242,Улица Чайковского, 48.753390,44.529702
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9916242,Улица Чайковского, 48.753390,44.529702
Автобус,25,ТРЦ Акварель — Улица Мясникова,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,46с,Жилгородок — 28-й километр,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,67к,Площадь Возрождения — Больница № 6,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,70,Поликлиника № 30 — Спартановка / Улица Грамши,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,624,Центральный автовокзал Волгограда — Петров Вал,stop__9916242,Улица Чайковского, 48.753390,44.529702
Маршрутка,14,Школа № 88 — Аграрный университет,stop__9916243,Улица Чайковского, 48.753363,44.529371
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9916243,Улица Чайковского, 48.753363,44.529371
Автобус,21,Инструментальный завод — Железнодорожный вокзал Волгоград-1,stop__9916243,Улица Чайковского, 48.753363,44.529371
Автобус,25,Улица Мясникова — ТРЦ Акварель,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,40,Спартановка / Улица Грамши — Кинотеатр Юбилейный,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,46с,28-й километр — Жилгородок,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,67к,Больница № 6 — Площадь Возрождения,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,70,Спартановка / Улица Грамши — Поликлиника № 30,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,624,Петров Вал — Центральный автовокзал Волгограда,stop__9916243,Улица Чайковского, 48.753363,44.529371
Маршрутка,14,Школа № 88 — Аграрный университет,stop__9916244,Улица Мичурина, 48.755712,44.53076
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9916244,Улица Мичурина, 48.755712,44.53076
Автобус,21,Инструментальный завод — Железнодорожный вокзал Волгоград-1,stop__9916244,Улица Мичурина, 48.755712,44.53076
Автобус,25,Улица Мясникова — ТРЦ Акварель,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,40,Спартановка / Улица Грамши — Кинотеатр Юбилейный,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,46с,28-й километр — Жилгородок,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,67к,Больница № 6 — Площадь Возрождения,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,70,Спартановка / Улица Грамши — Поликлиника № 30,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,624,Петров Вал — Центральный автовокзал Волгограда,stop__9916244,Улица Мичурина, 48.755712,44.53076
Маршрутка,14,Аграрный университет — Школа № 88,stop__9916245,Улица Мичурина, 48.756170,44.531339
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9916245,Улица Мичурина, 48.756170,44.531339
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9916245,Улица Мичурина, 48.756170,44.531339
Автобус,25,ТРЦ Акварель — Улица Мясникова,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,46с,Жилгородок — 28-й километр,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,67к,Площадь Возрождения — Больница № 6,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,70,Поликлиника № 30 — Спартановка / Улица Грамши,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,624,Центральный автовокзал Волгограда — Петров Вал,stop__9916245,Улица Мичурина, 48.756170,44.531339
Маршрутка,14,Школа № 88 — Аграрный университет,stop__9916246,Улица Менделеева, 48.761027,44.53385
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9916246,Улица Менделеева, 48.761027,44.53385
Автобус,21,Инструментальный завод — Железнодорожный вокзал Волгоград-1,stop__9916246,Улица Менделеева, 48.761027,44.53385
Автобус,25,Улица Мясникова — ТРЦ Акварель,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,40,Спартановка / Улица Грамши — Кинотеатр Юбилейный,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,46с,28-й километр — Жилгородок,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,67к,Больница № 6 — Площадь Возрождения,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,70,Спартановка / Улица Грамши — Поликлиника № 30,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,624,Петров Вал — Центральный автовокзал Волгограда,stop__9916246,Улица Менделеева, 48.761027,44.53385
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,13,Посёлок Водстрой — Молочный завод № 3,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916247,Улица Менделеева, 48.762383,44.533743
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,13,Посёлок Водстрой — Молочный завод № 3,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916247,Улица Менделеева, 48.762383,44.533743
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916247,Улица Менделеева, 48.762383,44.533743
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,13,Молочный завод № 3 — Посёлок Водстрой,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,14,Аграрный университет — Школа № 88,stop__9916248,Улица Менделеева, 48.762198,44.535031
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9916248,Улица Менделеева, 48.762198,44.535031
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9916248,Улица Менделеева, 48.762198,44.535031
Автобус,25,ТРЦ Акварель — Улица Мясникова,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,46с,Жилгородок — 28-й километр,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,56,Колпинская улица — Нижние Баррикады,stop__9916248,Улица Менделеева, 48.762198,44.535031
Автобус,59,Технологический колледж — Спартановка / Улица Грамши,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,59з,Улица Землячки — Спартановка / Улица Грамши,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,67к,Площадь Возрождения — Больница № 6,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,70,Поликлиника № 30 — Спартановка / Улица Грамши,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,149,Городище – Администрация — Спартановка,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,624,Центральный автовокзал Волгограда — Петров Вал,stop__9916248,Улица Менделеева, 48.762198,44.535031
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,13,Посёлок Водстрой — Молочный завод № 3,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,14,Школа № 88 — Аграрный университет,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Автобус,21,Инструментальный завод — Железнодорожный вокзал Волгоград-1,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Автобус,25,Улица Мясникова — ТРЦ Акварель,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,40,Спартановка / Улица Грамши — Кинотеатр Юбилейный,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,46с,28-й километр — Жилгородок,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
